Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
RD3,,1,,QEF1634_OG40_T5-250-2-7_SC,,N/A,,,,8/1/2018 4:43:32 AM,,,,, ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Internal Standards,,RT,,Quan Peak,,Response,,,,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Surrogates,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Target Compounds,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG-36:5,,2.36,,777.550293,,18521,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:5,,3.1,,794.5808716,,18521,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:5,,N/F,,N/F,,18521,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-19:2,,2.69,,549.361145,,569,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-19:2,,3.4,,549.3622437,,569,Linear,0.000, ,N/A,,N/A,,,,,4
MGDG-19:2,,N/F,,N/F,,569,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-19:2,,N/F,,N/F,,569,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-19:2,,N/F,,N/F,,569,Linear,0.000, ,N/F,,N/F,,,,,5
MGDG-19:2,,N/F,,N/F,,569,Linear,0.000, ,N/F,,N/F,,,,,6
MGDG,,3.19,,775.5388184,,24958,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG,,3.15,,792.5635376,,24958,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG,,N/F,,N/F,,24958,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-34:1,,3.19,,777.5497437,,459,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:1,,N/F,,N/F,,459,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-34:1,,N/F,,N/F,,459,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:8,,2.86,,771.5063477,,56844,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:8,,3.22,,788.5324707,,56844,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:8,,N/F,,N/F,,56844,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-GDGT-0,,3.72,,1463.370483,,1136,Linear,0.000, ,N/A,,N/A,,,,,1
Gly-GDGT-0,,N/F,,N/F,,1136,Linear,0.000, ,N/F,,N/F,,,,,2
Gly-GDGT-0,,N/F,,N/F,,1136,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-36:9,,3.33,,769.4897461,,63619,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:9,,3.27,,786.5169678,,63619,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:9,,3.3,,791.4696045,,63619,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-30:1,,3.37,,718.5474854,,3072648,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:1,,3.37,,723.5029907,,3072648,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:1,,3.39,,701.5204468,,3072648,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-28:0,,3.48,,692.5324707,,544004,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-28:0,,3.49,,697.4882202,,544004,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-28:0,,N/F,,N/F,,544004,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-34:5,,3.59,,747.5059204,,16743,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:5,,3.25,,764.5320435,,16743,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-34:5,,3.33,,769.4897461,,16743,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:4,,3.2,,779.5696411,,41805,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:4,,3.13,,796.592041,,41805,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:4,,3.16,,801.552124,,41805,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-32:1,,3.27,,749.5160522,,199357,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-32:1,,3.52,,727.5369263,,199357,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-32:1,,3.27,,744.5633545,,199357,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:7,,3.26,,743.4765015,,3004,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:7,,3.35,,760.4974365,,3004,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-34:7,,N/F,,N/F,,3004,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-36:2,,3.58,,800.6254883,,69133,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:2,,3.58,,805.5789185,,69133,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:2,,N/F,,N/F,,69133,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-37:3,,3.16,,819.5946045,,645,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-37:3,,N/F,,N/F,,645,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-37:3,,N/F,,N/F,,645,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-32:2,,3.86,,725.520813,,16633,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-32:2,,3.95,,747.5050659,,16633,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-32:2,,N/F,,N/F,,16633,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-33:0,,3.23,,760.5957031,,294968,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-33:0,,3.26,,765.5457764,,294968,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-33:0,,N/F,,N/F,,294968,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-31:0,,3.56,,717.5518188,,219327,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-31:0,,3.3,,734.5790405,,219327,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-31:0,,3.31,,739.5315552,,219327,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-32:0,,3.26,,729.5508423,,688390,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-32:0,,3.27,,746.5790405,,688390,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-32:0,,3.28,,751.5341797,,688390,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-31:1,,3.33,,732.5645752,,205968,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-31:1,,3.34,,737.5142212,,205968,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-31:1,,N/F,,N/F,,205968,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-28:1,,3.69,,673.4915771,,93700,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-28:1,,3.5,,690.5169067,,93700,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-28:1,,3.48,,695.4724731,,93700,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-30:2,,3.41,,716.531189,,149003,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:2,,N/F,,N/F,,149003,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-30:2,,N/F,,N/F,,149003,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:3,,3.49,,697.4882202,,38830,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:3,,3.48,,719.4735107,,38830,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-30:3,,N/F,,N/F,,38830,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-30:0,,3.36,,720.5596313,,521808,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:0,,3.35,,725.5162354,,521808,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:0,,3.37,,703.534729,,521808,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-27:2,,4.02,,676.5021362,,3990,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-27:2,,4.76,,681.4553223,,3990,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-27:2,,N/F,,N/F,,3990,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-OH-GDGT-0,,4.4,,1479.355347,,396,Linear,0.000, ,N/A,,N/A,,,,,1
Gly-OH-GDGT-0,,N/F,,N/F,,396,Linear,0.000, ,N/F,,N/F,,,,,2
Gly-OH-GDGT-0,,N/F,,N/F,,396,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-Cer-22:2,,6.24,,586.4337769,,2110,Linear,0.000, ,N/A,,N/A,,,,,1
Gly-Cer-22:2,,N/F,,N/F,,2110,Linear,0.000, ,N/F,,N/F,,,,,2
Gly-Cer-22:2,,N/F,,N/F,,2110,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-Cer-25:6,,7.95,,609.413147,,419,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-Cer-25:6,,N/F,,N/F,,419,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-Cer-25:6,,N/F,,N/F,,419,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-40:1,,7.6,,822.7192383,,6195,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-40:1,,7.76,,839.7481079,,6195,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-40:1,,N/F,,N/F,,6195,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:2,,7.65,,762.624939,,38711,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-36:2,,N/F,,N/F,,38711,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-36:2,,N/F,,N/F,,38711,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-Cer-21:6,,7.23,,581.3815918,,328,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-Cer-21:6,,N/F,,N/F,,328,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-Cer-21:6,,N/F,,N/F,,328,Linear,0.000, ,N/F,,N/F,,,,,3
1-GLC-CER,,7.83,,750.5889282,,16383,Linear,0.000, ,N/A,,N/A,,,,,3
1-GLC-CER,,N/F,,N/F,,16383,Linear,0.000, ,N/F,,N/F,,,,,1
1-GLC-CER,,N/F,,N/F,,16383,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:4,,7.62,,758.5917969,,3820,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:4,,N/F,,N/F,,3820,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:4,,N/F,,N/F,,3820,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-33:1,,7.7,,724.609436,,813009,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-33:1,,7.69,,741.6365967,,813009,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-33:1,,N/F,,N/F,,813009,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:2,,7.66,,736.6098022,,1538129,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:2,,7.66,,736.6098022,,1538129,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:2,,7.62,,758.5917969,,1538129,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:2,,8.07,,753.6381836,,1538129,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-34:2,,8.07,,753.6381836,,1538129,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-34:2,,7.62,,758.5917969,,1538129,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-32:1,,7.73,,710.5941162,,1110356,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:1,,7.7,,732.578125,,1110356,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:1,,7.68,,727.6226196,,1110356,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:6,,7.31,,776.5421143,,1681,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:6,,N/F,,N/F,,1681,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-36:6,,N/F,,N/F,,1681,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS,,7.76,,712.6087646,,262938,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS,,7.69,,734.5929565,,262938,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS,,7.74,,729.6351318,,262938,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:4,,7.7,,732.578125,,4597,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:4,,7.63,,754.5557251,,4597,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:4,,N/F,,N/F,,4597,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.81,,682.5629883,,169860,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:1,,7.25,,704.5413818,,169860,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,N/F,,N/F,,169860,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:5,,7.64,,756.5784912,,1068,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:5,,7.64,,756.5784912,,1068,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-36:5,,7.64,,756.5784912,,1068,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-36:5,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:5,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-36:5,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-36:5,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,7
DGTS-36:5,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,8
DGTS-36:5,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,9
DGTS-31:0,,7.79,,698.5939941,,153970,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.77,,715.6190186,,153970,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,N/F,,N/F,,153970,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:0,,7.85,,670.5628662,,216939,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:0,,7.83,,687.5888062,,216939,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,N/F,,N/F,,216939,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,7.76,,740.6367188,,65124,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,8.16,,738.6234741,,65124,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:0,,7.65,,762.624939,,65124,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-34:0,,N/F,,N/F,,65124,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:0,,N/F,,N/F,,65124,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:0,,N/F,,N/F,,65124,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:1,,7.68,,738.6248169,,7389267,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,7.63,,760.6083984,,7389267,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:1,,7.68,,738.6248169,,7389267,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:1,,7.68,,755.6530762,,7389267,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-34:1,,7.68,,755.6530762,,7389267,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-34:1,,7.63,,760.6083984,,7389267,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-34:3,,7.69,,734.5929565,,13176,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:3,,7.64,,756.5784912,,13176,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:3,,N/F,,N/F,,13176,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-35:1,,7.61,,750.6253052,,220725,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-35:1,,8.06,,767.6539917,,220725,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-35:1,,N/F,,N/F,,220725,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-39:1,,7.29,,830.6817017,,677,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-39:1,,N/F,,N/F,,677,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-39:1,,N/F,,N/F,,677,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:1,,7.85,,654.5320435,,36121,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:1,,7.36,,676.5090942,,36121,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:1,,N/F,,N/F,,36121,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-37:2,,7.58,,778.6569824,,34710,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-37:2,,N/F,,N/F,,34710,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-37:2,,N/F,,N/F,,34710,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:0,,7.81,,684.5785522,,206436,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,7.76,,706.5621338,,206436,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:0,,7.83,,701.6018066,,206436,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:3,,7.63,,760.6083984,,8015,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:3,,N/F,,N/F,,8015,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:3,,N/F,,N/F,,8015,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:5,,7.68,,730.5638428,,2438,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:5,,N/F,,N/F,,2438,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:5,,N/F,,N/F,,2438,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:6,,7.95,,728.5478516,,5675,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:6,,8.22,,750.524231,,5675,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:6,,N/F,,N/F,,5675,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:0,,7.88,,656.5474243,,380155,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.83,,673.5720215,,380155,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,N/F,,N/F,,380155,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-32:0,,7.76,,712.6087646,,261218,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:0,,7.74,,729.6351318,,261218,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:0,,7.69,,734.5929565,,261218,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-38:1,,7.58,,794.6843872,,3708,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-38:1,,N/F,,N/F,,3708,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-38:1,,N/F,,N/F,,3708,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-32:2,,7.69,,708.5787964,,134437,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:2,,8.13,,725.6062012,,134437,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:2,,N/F,,N/F,,134437,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:8,,8.06,,734.4934692,,486,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:8,,N/F,,N/F,,486,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:8,,N/F,,N/F,,486,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-27:0,,8.35,,642.5320435,,84342,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.88,,659.5545044,,84342,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,8.33,,664.5153198,,84342,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:3,,7.76,,706.5621338,,4122,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:3,,N/F,,N/F,,4122,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:3,,N/F,,N/F,,4122,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-26:0,,7.93,,628.5158081,,6810,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,7.5,,650.4983521,,6810,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-26:0,,N/F,,N/F,,6810,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-29:1,,7.81,,668.546814,,27202,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:1,,8.23,,685.5742798,,27202,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:1,,8.11,,690.5310059,,27202,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-37:6,,8.44,,792.5733032,,924,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-37:6,,N/F,,N/F,,924,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-37:6,,N/F,,N/F,,924,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:4,,7.74,,704.5454102,,6880,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:4,,7.68,,726.5266113,,6880,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:4,,N/F,,N/F,,6880,Linear,0.000, ,N/F,,N/F,,,,,2
